Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
756,12.857645184136183,0,0.15630419199999998,13,256.3672,4,1985,2,0,0
747,14.65,1,0.099535996,13,52.2666,3,2009,1,2,2
461,13.5,0,0.06613202877895127,0,88.054,1,1987,0,2,1
501,18.7,0,0.10510455199999999,5,121.7072,3,2009,1,2,2
749,20.6,0,0.13893181,0,119.5756,0,1998,2,2,0
76,10.8,0,0.06613202877895127,7,72.33800000000001,9,1999,1,0,1
991,10.5,1,0.02502991,6,218.4508,9,1999,1,0,1
1533,10.0,0,0.08965681199999999,8,144.0102,2,2007,2,1,1
356,12.15,0,0.062384659,15,34.6532,9,1999,1,0,1
870,12.857645184136183,0,0.079243005,10,65.8826,5,1985,1,2,3
842,15.1,1,0.09624984199999999,10,134.4942,9,1999,1,0,1
414,11.5,1,0.037782943,13,106.6254,2,2007,2,1,1
1066,12.857645184136183,1,0.205484395,0,198.011,4,1985,2,0,0
1146,9.695,1,0.12848269,0,223.9404,9,1999,1,0,1
283,13.5,0,0.06613202877895127,6,179.9976,1,1987,0,2,1
832,9.3,1,0.033489978999999996,10,156.6314,9,1999,1,0,1
861,12.65,1,0.07603021,5,189.0846,6,2004,2,1,1
1426,12.857645184136183,0,0.128478462,8,117.944,4,1985,2,0,0
838,12.857645184136183,0,0.143199389,1,175.83700000000002,4,1985,2,0,0
1344,12.857645184136183,0,0.013956116000000001,9,222.3746,5,1985,1,2,3
1120,12.857645184136183,1,0.07278643,5,49.4376,4,1985,2,0,0
553,7.905,0,0.016758568999999997,13,250.4408,0,1998,2,2,0
316,7.76,0,0.059341019,13,99.77,6,2004,2,1,1
338,9.195,0,0.107870997,13,181.2634,6,2004,2,1,1
1494,12.857645184136183,0,0.140582485,9,47.1718,4,1985,2,0,0
207,12.857645184136183,1,0.005561538,15,224.0062,5,1985,1,2,3
953,15.85,0,0.057546914000000005,13,55.8956,3,2009,1,2,2
618,12.5,1,0.074035423,3,87.9198,3,2009,1,2,2
121,8.52,0,0.027054243999999998,14,151.5682,6,2004,2,1,1
921,5.82,1,0.07725473599999999,6,257.633,1,1987,0,2,1
445,20.7,0,0.021464453999999997,0,156.6288,9,1999,1,0,1
416,12.857645184136183,1,0.052473797,3,83.6224,5,1985,1,2,3
1415,17.0,0,0.052209303,8,122.37299999999999,8,1997,2,0,1
1389,12.857645184136183,0,0.059557164,8,263.7226,5,1985,1,2,3
1504,5.11,0,0.034874689,9,161.721,8,1997,2,0,1
910,12.857645184136183,0,0.005448005,5,102.1016,5,1985,1,2,3
319,19.75,1,0.018096488,5,179.56599999999997,3,2009,1,2,2
428,10.695,1,0.06613202877895127,13,156.1972,8,1997,2,0,1
1159,9.5,1,0.022054552999999998,10,195.4452,6,2004,2,1,1
588,8.115,1,0.032152786,3,157.3972,6,2004,2,1,1
447,7.075,0,0.097660814,4,141.8128,0,1998,2,2,0
139,18.85,0,0.09079168,7,127.1336,1,1987,0,2,1
137,10.195,0,0.112399145,7,111.686,9,1999,1,0,1
588,8.115,1,0.032208865,3,154.9972,9,1999,1,0,1
294,10.695,0,0.05337973,5,56.7904,9,1999,1,0,1
1144,6.195,0,0.072131519,13,120.1098,7,2002,2,1,1
1439,12.857645184136183,0,0.039055756000000004,9,152.3366,5,1985,1,2,3
737,19.75,0,0.034027909,13,212.0902,3,2009,1,2,2
829,12.6,1,0.031713126,0,172.5764,2,2007,2,1,1
175,6.32,0,0.06613202877895127,10,40.2822,6,2004,2,1,1
689,13.8,1,0.056872392,13,231.1984,8,1997,2,0,1
1499,12.857645184136183,0,0.058451805,8,79.9618,5,1985,1,2,3
1228,16.85,1,0.159825617,5,195.5478,6,2004,2,1,1
820,12.857645184136183,1,0.093883945,3,200.4742,4,1985,2,0,0
520,18.75,0,0.052766297000000004,13,189.7504,1,1987,0,2,1
1215,12.857645184136183,1,0.02624324,0,143.8128,5,1985,1,2,3
100,14.1,0,0.06613202877895127,4,231.9668,9,1999,1,0,1
422,12.8,0,0.069560905,15,263.0252,1,1987,0,2,1
102,7.63,0,0.061188147000000005,14,94.0436,7,2002,2,1,1
280,16.0,0,0.090153756,4,143.2154,7,2002,2,1,1
965,13.65,0,0.06613202877895127,1,229.4668,9,1999,1,0,1
976,15.5,1,0.07575107,0,262.8568,8,1997,2,0,1
917,13.65,1,0.18520944,3,212.9902,2,2007,2,1,1
1123,9.0,0,0.06519497099999999,13,177.737,1,1987,0,2,1
825,18.7,0,0.037681448,6,111.0886,9,1999,1,0,1
282,8.3,0,0.03532494,6,38.9506,1,1987,0,2,1
976,15.5,1,0.075688032,0,262.9568,1,1987,0,2,1
1359,19.2,0,0.183686937,11,241.8196,2,2007,2,1,1
630,20.2,0,0.064351908,13,259.4646,6,2004,2,1,1
193,11.35,1,0.06317369099999999,4,86.1856,1,1987,0,2,1
547,12.857645184136183,0,0.160665697,13,227.5352,4,1985,2,0,0
1339,8.42,0,0.070856383,9,217.4192,3,2009,1,2,2
897,8.38,1,0.046878474,0,109.85700000000001,6,2004,2,1,1
1473,17.85,0,0.018125948,8,94.9094,2,2007,2,1,1
519,16.7,1,0.03858813,13,144.6102,9,1999,1,0,1
958,6.75,1,0.10814891300000001,4,95.6752,1,1987,0,2,1
748,6.71,0,0.03565903,1,218.3166,7,2002,2,1,1
1515,14.35,0,0.017073332,8,109.5228,7,2002,2,1,1
73,20.7,0,0.092834313,4,77.667,9,1999,1,0,1
839,17.35,1,0.062979148,0,87.98299999999999,7,2002,2,1,1
1385,18.85,0,0.040434372,9,244.3144,9,1999,1,0,1
1286,19.1,0,0.296713665,9,171.8422,0,1998,2,2,0
235,9.3,0,0.028498354,0,195.8136,1,1987,0,2,1
1130,17.85,0,0.06575528,5,151.505,1,1987,0,2,1
375,16.35,0,0.113953562,6,198.2426,0,1998,2,2,0
257,16.0,1,0.173027688,13,155.2972,9,1999,1,0,1
808,7.51,0,0.104023565,13,112.4544,7,2002,2,1,1
270,10.895,1,0.009641375,4,124.17299999999999,7,2002,2,1,1
131,8.01,0,0.070356805,7,36.8532,9,1999,1,0,1
1018,16.75,0,0.060792265,4,170.4106,3,2009,1,2,2
380,14.85,1,0.019511288,4,262.591,8,1997,2,0,1
1335,9.3,0,0.044652785,9,247.0802,6,2004,2,1,1
28,12.857645184136183,0,0.07043780000000001,14,112.88600000000001,5,1985,1,2,3
61,5.78,0,0.014555066,14,145.2102,8,1997,2,0,1
1004,10.3,1,0.011126299999999999,13,87.25399999999999,8,1997,2,0,1
1237,20.0,1,0.051783761,5,125.8678,2,2007,2,1,1
8,5.92,1,0.019184026,14,50.3692,1,1987,0,2,1
448,15.85,1,0.11047921699999999,5,36.7506,3,2009,1,2,2
986,6.78,1,0.06613202877895127,0,94.012,1,1987,0,2,1
1018,16.75,0,0.06063976,4,173.0106,9,1999,1,0,1
614,14.1,0,0.125675936,6,86.9198,1,1987,0,2,1
1029,10.3,0,0.14676789699999998,10,102.3648,3,2009,1,2,2
960,9.695,1,0.047503317999999996,5,244.6144,9,1999,1,0,1
204,7.72,0,0.052274691,6,79.1986,2,2007,2,1,1
1207,5.8,0,0.131489269,4,89.7172,3,2009,1,2,2
1510,11.3,0,0.066952965,9,192.0478,3,2009,1,2,2
802,7.855,1,0.161875063,0,35.6848,7,2002,2,1,1
786,20.35,1,0.25286597899999996,10,82.7276,0,1998,2,2,0
1312,20.7,0,0.06613202877895127,9,74.3354,3,2009,1,2,2
65,17.25,0,0.035207155,4,93.512,3,2009,1,2,2
829,12.6,1,0.03150851,0,170.5764,1,1987,0,2,1
540,7.42,1,0.021695673999999998,12,185.3582,2,2007,2,1,1
129,5.88,0,0.003599378,7,152.2998,7,2002,2,1,1
310,18.85,0,0.141524348,3,168.4132,1,1987,0,2,1
523,12.857645184136183,0,0.06613202877895127,5,190.9162,5,1985,1,2,3
754,21.1,1,0.161504957,6,65.0168,8,1997,2,0,1
681,7.21,1,0.14460413,13,102.6332,6,2004,2,1,1
1454,13.0,0,0.0420611,9,254.1014,2,2007,2,1,1
141,9.3,0,0.042530668,7,125.5388,2,2007,2,1,1
1031,14.85,1,0.035257037000000005,6,161.2578,8,1997,2,0,1
1262,6.63,1,0.174110803,0,166.85,0,1998,2,2,0
1235,11.6,1,0.144241314,4,239.4222,9,1999,1,0,1
502,8.895,1,0.137858955,5,162.1236,9,1999,1,0,1
97,20.25,0,0.036326064,4,220.1482,8,1997,2,0,1
718,6.985,1,0.13725257,10,183.7608,1,1987,0,2,1
1257,19.2,0,0.10023011400000001,5,112.9886,9,1999,1,0,1
841,20.7,0,0.042923652,4,178.3028,7,2002,2,1,1
311,11.15,0,0.120139206,4,45.0744,9,1999,1,0,1
214,15.25,0,0.026604781,13,86.2198,6,2004,2,1,1
1519,20.25,0,0.148372897,8,108.8938,7,2002,2,1,1
660,15.6,0,0.081562686,0,112.7544,2,2007,2,1,1
1026,16.7,1,0.061122656,0,100.0384,3,2009,1,2,2
663,12.6,1,0.06282744700000001,5,105.09899999999999,7,2002,2,1,1
1137,16.7,0,0.10205577699999999,3,184.0292,8,1997,2,0,1
1468,9.8,0,0.024482643999999998,8,116.2492,3,2009,1,2,2
218,12.857645184136183,1,0.027214272,3,159.692,5,1985,1,2,3
283,13.5,0,0.021539999,6,182.4976,7,2002,2,1,1
451,12.85,0,0.12172541099999999,13,45.1428,8,1997,2,0,1
358,17.5,0,0.06613202877895127,5,258.3304,1,1987,0,2,1
786,20.35,1,0.06613202877895127,10,81.6276,8,1997,2,0,1
55,8.88,0,0.086957199,7,152.5682,7,2002,2,1,1
1164,13.15,0,0.073251428,13,181.695,0,1998,2,2,0
389,20.75,1,0.083590755,5,182.2318,6,2004,2,1,1
402,15.25,0,0.090324849,5,214.4192,2,2007,2,1,1
996,12.857645184136183,0,0.06613202877895127,0,100.1384,5,1985,1,2,3
1528,7.5,0,0.09660879,9,56.9588,7,2002,2,1,1
797,14.0,1,0.060427062000000004,5,153.5656,8,1997,2,0,1
78,12.857645184136183,0,0.039751236,4,176.9028,4,1985,2,0,0
1544,20.25,0,0.02594835,9,180.0976,6,2004,2,1,1
675,12.857645184136183,1,0.080127283,13,168.7132,4,1985,2,0,0
165,20.35,1,0.031102571000000002,4,257.2672,2,2007,2,1,1
961,13.6,1,0.043646900999999995,6,155.7946,6,2004,2,1,1
388,12.857645184136183,0,0.116928924,5,183.3292,4,1985,2,0,0
810,14.3,1,0.034411238,0,98.6726,8,1997,2,0,1
1089,5.86,1,0.15085330800000002,10,156.0314,8,1997,2,0,1
911,7.02,0,0.081290366,6,147.3734,9,1999,1,0,1
343,15.6,1,0.099344826,4,63.6194,7,2002,2,1,1
229,12.857645184136183,0,0.030288215,4,256.7672,5,1985,1,2,3
1232,12.857645184136183,0,0.045050674000000006,13,84.925,5,1985,1,2,3
401,12.857645184136183,1,0.050256160999999994,3,150.9024,5,1985,1,2,3
1486,8.6,0,0.06952439099999999,9,91.8146,9,1999,1,0,1
518,20.7,1,0.100378096,6,122.4388,7,2002,2,1,1
1078,8.3,1,0.038211537000000004,4,87.7198,8,1997,2,0,1
377,12.857645184136183,1,0.013951503999999998,13,199.9084,5,1985,1,2,3
335,8.905,0,0.143351652,5,62.0878,9,1999,1,0,1
996,6.15,0,0.046342889000000005,0,97.3384,9,1999,1,0,1
370,6.865,0,0.056819935999999995,13,212.6218,6,2004,2,1,1
1091,11.35,1,0.043333912,6,201.0742,3,2009,1,2,2
176,16.0,1,0.099188598,5,88.9856,1,1987,0,2,1
1061,17.75,0,0.05507343,6,145.1444,8,1997,2,0,1
99,6.865,0,0.06613202877895127,14,129.9652,1,1987,0,2,1
920,17.25,0,0.10764721,5,39.3822,2,2007,2,1,1
1020,7.825,1,0.149986868,5,158.8288,6,2004,2,1,1
61,12.857645184136183,0,0.014484582,14,143.9102,5,1985,1,2,3
662,17.5,0,0.028009382000000003,10,141.718,0,1998,2,2,0
1422,7.27,0,0.046520703,8,97.7384,1,1987,0,2,1
1355,12.35,0,0.163910938,9,119.2124,6,2004,2,1,1
1233,12.857645184136183,1,0.067175915,0,187.12400000000002,5,1985,1,2,3
847,17.0,1,0.01599013,13,228.8352,9,1999,1,0,1
1306,10.0,0,0.021468792,9,251.675,7,2002,2,1,1
769,18.7,1,0.07069172900000001,5,230.201,8,1997,2,0,1
501,18.7,0,0.10484088400000001,5,122.1072,9,1999,1,0,1
59,16.2,0,0.019374768,14,155.8972,6,2004,2,1,1
338,9.195,0,0.10833090199999999,13,183.6634,3,2009,1,2,2
667,6.575,1,0.07566089,1,145.4444,7,2002,2,1,1
1554,6.59,0,0.026225692999999998,9,119.0098,9,1999,1,0,1
655,9.8,1,0.015089965,10,249.6408,8,1997,2,0,1
912,5.785,1,0.038817121,6,262.6252,9,1999,1,0,1
356,12.15,0,0.062640143,15,36.6532,2,2007,2,1,1
324,17.7,1,0.06613202877895127,15,183.5924,6,2004,2,1,1
1309,12.857645184136183,0,0.183948465,9,33.6216,5,1985,1,2,3
1390,7.475,0,0.076036381,9,153.9656,3,2009,1,2,2
1378,7.39,0,0.068163102,8,140.4812,2,2007,2,1,1
183,19.7,0,0.0650227,3,87.0198,9,1999,1,0,1
583,10.8,0,0.049677650999999996,6,245.9144,1,1987,0,2,1
1321,8.51,0,0.051936086,9,142.947,6,2004,2,1,1
226,8.3,1,0.030198227999999997,0,98.2384,9,1999,1,0,1
1077,8.5,0,0.09788471800000001,3,52.5324,8,1997,2,0,1
932,10.5,0,0.041360997000000004,6,39.5164,1,1987,0,2,1
972,10.3,0,0.027292686,6,101.2042,1,1987,0,2,1
968,13.35,0,0.103091351,4,229.9352,2,2007,2,1,1
1522,12.857645184136183,0,0.059037538,9,237.7248,5,1985,1,2,3
1150,12.85,0,0.099193899,5,38.1164,7,2002,2,1,1
936,12.35,1,0.185704641,0,77.1328,1,1987,0,2,1
1327,20.25,0,0.14781046,9,234.8616,1,1987,0,2,1
1405,8.235,0,0.014488997,8,183.795,7,2002,2,1,1
60,14.15,0,0.042246575,4,54.2982,9,1999,1,0,1
947,14.15,0,0.06613202877895127,3,253.7014,7,2002,2,1,1
1347,20.0,0,0.08131178,11,37.819,6,2004,2,1,1
609,20.35,0,0.054277132,13,117.3466,3,2009,1,2,2
616,5.78,1,0.12411034900000001,13,262.3568,0,1998,2,2,0
1413,15.2,0,0.012184998999999998,8,50.3034,2,2007,2,1,1
767,9.0,1,0.06919637599999999,2,54.3614,9,1999,1,0,1
578,11.35,1,0.045052492,13,102.6016,9,1999,1,0,1
1355,12.35,0,0.16380550900000002,9,117.6124,1,1987,0,2,1
559,5.695,0,0.10978405599999999,5,256.0646,0,1998,2,2,0
745,19.85,0,0.045761855,6,125.602,7,2002,2,1,1
1499,11.8,0,0.058975504000000005,8,81.7618,3,2009,1,2,2
1435,19.5,0,0.014296484,9,53.7614,9,1999,1,0,1
727,11.6,1,0.07760107,5,171.0106,2,2007,2,1,1
1195,12.3,0,0.009429611999999999,0,71.33800000000001,7,2002,2,1,1
514,8.895,1,0.039008625,0,209.0296,1,1987,0,2,1
540,7.42,1,0.021573645,12,184.6582,8,1997,2,0,1
187,12.857645184136183,1,0.099780431,6,225.2088,4,1985,2,0,0
985,12.15,0,0.021705417,1,163.5184,1,1987,0,2,1
1498,8.695,0,0.119513002,9,93.4094,6,2004,2,1,1
481,12.857645184136183,0,0.067520165,6,211.3586,4,1985,2,0,0
1194,17.6,1,0.0160526,1,43.9402,9,1999,1,0,1
16,12.1,1,0.061521569000000005,14,55.8614,2,2007,2,1,1
1403,17.7,0,0.051146565,9,127.3678,3,2009,1,2,2
922,13.65,0,0.049209192,6,150.005,6,2004,2,1,1
615,15.1,1,0.067181098,13,258.8304,9,1999,1,0,1
494,11.5,1,0.125857678,5,100.5358,7,2002,2,1,1
653,8.895,0,0.121180705,2,177.037,0,1998,2,2,0
911,7.02,0,0.08114883,6,146.8734,6,2004,2,1,1
337,12.857645184136183,1,0.08690553599999999,6,78.8644,4,1985,2,0,0
124,12.857645184136183,0,0.070103425,7,179.4344,5,1985,1,2,3
238,12.857645184136183,0,0.044767800999999996,4,241.8854,5,1985,1,2,3
537,10.5,0,0.071244438,5,119.2098,6,2004,2,1,1
1395,20.5,0,0.023274107000000002,11,154.134,2,2007,2,1,1
645,12.857645184136183,0,0.159193194,13,92.712,5,1985,1,2,3
374,15.1,1,0.020015391,5,128.83100000000002,3,2009,1,2,2
205,7.475,0,0.148492521,6,240.6854,6,2004,2,1,1
842,12.857645184136183,1,0.095635061,10,130.7942,5,1985,1,2,3
616,5.78,1,0.07445112599999999,13,264.5568,3,2009,1,2,2
665,12.857645184136183,0,0.134564284,13,159.8236,4,1985,2,0,0
784,11.1,0,0.010663188999999998,3,82.3908,7,2002,2,1,1
1398,6.095,0,0.081196619,11,141.4154,8,1997,2,0,1
446,19.25,1,0.03467086,3,141.8496,1,1987,0,2,1
1554,6.59,0,0.026238087,9,121.6098,7,2002,2,1,1
836,12.857645184136183,0,0.066611321,13,178.237,5,1985,1,2,3
1300,16.5,0,0.012657493999999998,8,36.3506,9,1999,1,0,1
1254,11.0,1,0.133145617,3,218.4798,8,1997,2,0,1
206,8.02,0,0.11141958800000001,13,154.3998,6,2004,2,1,1
1068,4.805,1,0.037668051,4,126.7704,1,1987,0,2,1
854,6.11,1,0.102901425,6,128.4968,6,2004,2,1,1
281,19.35,0,0.016679143,5,119.3098,3,2009,1,2,2
754,12.857645184136183,1,0.160722863,6,65.7168,5,1985,1,2,3
1125,16.0,1,0.106731895,0,183.6634,6,2004,2,1,1
1288,16.6,0,0.027622076000000002,9,177.6344,9,1999,1,0,1
315,12.857645184136183,0,0.022291121,6,93.6094,5,1985,1,2,3
901,11.65,0,0.040597054,6,187.324,7,2002,2,1,1
328,11.35,1,0.005539114,6,167.87900000000002,9,1999,1,0,1
1517,8.27,0,0.018813601,8,237.988,8,1997,2,0,1
20,13.85,0,0.051544658,14,142.5154,0,1998,2,2,0
963,15.2,0,0.019018943,13,238.7248,1,1987,0,2,1
764,12.857645184136183,1,0.030476541,13,252.2724,5,1985,1,2,3
49,10.8,0,0.052149675,14,239.9564,9,1999,1,0,1
411,12.15,0,0.037955309,10,62.8826,9,1999,1,0,1
1032,20.2,1,0.059751637999999996,6,129.1678,1,1987,0,2,1
348,14.15,0,0.037967687,15,125.6046,9,1999,1,0,1
1042,7.785,0,0.088846306,6,61.451,9,1999,1,0,1
1212,20.2,1,0.12194009900000001,13,95.3752,2,2007,2,1,1
17,6.96,0,0.077630199,14,90.9146,2,2007,2,1,1
372,6.825,1,0.046729335999999996,3,153.4998,7,2002,2,1,1
888,6.885,1,0.140292495,3,108.5228,7,2002,2,1,1
926,6.215,1,0.049902382,0,225.8062,2,2007,2,1,1
851,20.35,0,0.084273286,10,181.7292,2,2007,2,1,1
1165,12.857645184136183,0,0.0514111,1,33.0558,5,1985,1,2,3
907,9.0,0,0.079506434,3,78.3644,7,2002,2,1,1
1346,20.25,0,0.059268885,9,246.446,2,2007,2,1,1
1466,10.1,0,0.054741627,8,200.2084,7,2002,2,1,1
256,8.96,1,0.068925304,6,196.9768,6,2004,2,1,1
1130,17.85,0,0.06594351,5,149.105,7,2002,2,1,1
63,12.1,0,0.011563024,4,164.9526,7,2002,2,1,1
1066,20.2,1,0.11783932800000001,0,195.21099999999998,3,2009,1,2,2
1416,20.25,0,0.014280553999999999,9,148.0418,3,2009,1,2,2
878,12.857645184136183,0,0.21799414,3,266.5884,4,1985,2,0,0
805,11.1,1,0.036027524,5,177.2712,8,1997,2,0,1
853,18.2,0,0.161740582,6,38.419000000000004,9,1999,1,0,1
1000,20.85,0,0.037396901,5,193.8478,6,2004,2,1,1
643,12.5,0,0.031023835,6,104.09899999999999,1,1987,0,2,1
575,18.5,0,0.025740258999999998,10,89.4172,1,1987,0,2,1
1462,17.75,0,0.111209003,11,107.7912,1,1987,0,2,1
1363,20.1,0,0.077769768,8,63.0536,3,2009,1,2,2
434,7.51,0,0.017425784,6,227.90099999999998,6,2004,2,1,1
562,13.35,0,0.038494623,13,240.2564,1,1987,0,2,1
744,11.5,0,0.17386795800000002,6,128.8652,7,2002,2,1,1
1067,14.5,0,0.064048405,3,153.4682,6,2004,2,1,1
1267,10.1,0,0.056077574000000005,9,117.8492,8,1997,2,0,1
1157,4.615,1,0.101747034,3,231.33,1,1987,0,2,1
245,18.1,0,0.178694026,4,158.9288,3,2009,1,2,2
490,10.65,1,0.08530861099999999,13,230.2668,7,2002,2,1,1
1338,6.86,0,0.036530411,9,227.801,6,2004,2,1,1
724,12.857645184136183,1,0.05787008,2,49.7008,4,1985,2,0,0
880,9.195,1,0.078502143,10,108.7596,2,2007,2,1,1
62,12.857645184136183,0,0.067128641,14,242.8486,5,1985,1,2,3
1020,12.857645184136183,1,0.149288779,5,158.4288,5,1985,1,2,3
1174,17.6,0,0.049144165,13,112.7176,9,1999,1,0,1
260,15.7,0,0.122684413,3,132.2942,9,1999,1,0,1
54,6.13,0,0.07685520700000001,4,59.3536,9,1999,1,0,1
871,10.195,1,0.146635206,5,139.0838,6,2004,2,1,1
1222,17.6,0,0.17554588899999998,13,163.6868,0,1998,2,2,0
668,12.857645184136183,0,0.11271892800000001,0,54.2956,5,1985,1,2,3
1105,15.0,0,0.046447327999999996,1,121.5414,9,1999,1,0,1
397,13.15,1,0.165328057,6,170.6764,6,2004,2,1,1
630,20.2,0,0.064728148,13,258.0646,2,2007,2,1,1
151,13.35,1,0.149598628,13,179.46599999999998,9,1999,1,0,1
1147,16.2,0,0.06613202877895127,3,100.57,1,1987,0,2,1
814,13.65,1,0.013064516000000002,6,115.5834,7,2002,2,1,1
1502,15.1,0,0.055840055,9,139.8496,8,1997,2,0,1
413,5.365,1,0.234733477,12,173.4764,0,1998,2,2,0
1303,14.0,0,0.024369007,9,40.2454,9,1999,1,0,1
1279,6.235,0,0.11867435900000001,9,261.691,8,1997,2,0,1
381,20.25,1,0.022639471,4,248.4092,2,2007,2,1,1
570,9.6,0,0.051677050999999995,13,258.062,3,2009,1,2,2
227,13.0,0,0.154244343,3,77.9986,3,2009,1,2,2
669,7.895,1,0.061424738,2,57.7588,3,2009,1,2,2
544,12.6,1,0.074035365,4,256.1356,9,1999,1,0,1
148,11.3,1,0.066729996,5,257.2962,8,1997,2,0,1
299,12.15,0,0.025842905,15,119.844,1,1987,0,2,1
617,7.895,1,0.0945493,2,102.6332,6,2004,2,1,1
600,7.235,0,0.167316771,13,197.5452,0,1998,2,2,0
1546,6.38,0,0.015149955,9,144.047,1,1987,0,2,1
1146,9.695,1,0.128805815,0,224.0404,3,2009,1,2,2
1110,14.0,1,0.037580877,5,162.6526,9,1999,1,0,1
1278,14.6,0,0.02575512,9,199.6084,7,2002,2,1,1
1370,14.85,0,0.061226969000000006,9,253.0698,3,2009,1,2,2
1337,17.1,0,0.06725846,9,115.186,9,1999,1,0,1
1106,18.0,0,0.008575615,0,80.2618,3,2009,1,2,2
1464,12.857645184136183,0,0.018813776,8,235.25900000000001,5,1985,1,2,3
472,12.35,1,0.03382933,10,196.9426,7,2002,2,1,1
233,10.5,1,0.013493914,13,143.7154,6,2004,2,1,1
1176,9.8,1,0.141406394,0,50.0008,2,2007,2,1,1
469,15.7,1,0.11454343,3,113.7202,6,2004,2,1,1
1260,10.0,1,0.037764307000000004,13,127.2994,8,1997,2,0,1
193,11.35,1,0.06335453099999999,4,88.9856,7,2002,2,1,1
734,15.35,0,0.013812772,5,64.7168,8,1997,2,0,1
1228,16.85,1,0.160760054,5,192.4478,2,2007,2,1,1
442,16.1,1,0.024944396,6,95.441,6,2004,2,1,1
1508,8.88,0,0.165073642,9,207.727,0,1998,2,2,0
765,15.35,0,0.074601506,13,90.98299999999999,6,2004,2,1,1
1392,7.93,0,0.071538243,8,44.5086,2,2007,2,1,1
231,8.75,1,0.074565098,6,186.8556,1,1987,0,2,1
1544,20.25,0,0.02593166,9,182.5976,1,1987,0,2,1
427,14.7,0,0.121012632,6,49.4034,0,1998,2,2,0
740,9.8,1,0.045266806,0,36.9874,8,1997,2,0,1
123,16.6,0,0.136286138,7,171.4422,3,2009,1,2,2
1520,16.2,0,0.050442528,9,190.8162,7,2002,2,1,1
1076,8.315,1,0.035572183,0,144.4444,8,1997,2,0,1
612,20.7,1,0.047491371,4,213.9876,8,1997,2,0,1
740,9.8,1,0.045258247,0,35.9874,6,2004,2,1,1
752,8.155,0,0.119351235,10,190.153,1,1987,0,2,1
892,12.857645184136183,1,0.06613202877895127,6,178.5318,4,1985,2,0,0
712,6.36,0,0.120443298,6,45.406000000000006,1,1987,0,2,1
1041,9.8,0,0.178622919,6,177.937,0,1998,2,2,0
449,12.0,1,0.020442889,10,98.0042,9,1999,1,0,1
466,10.895,0,0.059834024000000006,6,133.5284,0,1998,2,2,0
126,9.3,0,0.043964058,7,192.3846,3,2009,1,2,2
970,7.93,0,0.005557062,5,122.1414,9,1999,1,0,1
1257,19.2,0,0.100055601,5,112.4886,6,2004,2,1,1
1106,18.0,0,0.008589133,0,81.0618,2,2007,2,1,1
473,18.2,1,0.066400129,6,250.1092,9,1999,1,0,1
1357,12.857645184136183,0,0.035022502999999996,8,85.1224,5,1985,1,2,3
899,6.895,0,0.022587621000000002,10,143.7812,2,2007,2,1,1
1252,20.7,1,0.07928147599999999,0,100.1042,6,2004,2,1,1
1275,19.2,0,0.077628053,9,197.611,9,1999,1,0,1
117,15.5,0,0.053455157999999996,14,43.677,9,1999,1,0,1
1529,15.2,0,0.09698132,8,116.3492,1,1987,0,2,1
1262,12.857645184136183,1,0.103517853,0,164.95,5,1985,1,2,3
1449,12.857645184136183,0,0.032731074,8,235.6906,5,1985,1,2,3
799,17.85,1,0.04679836,6,123.8388,3,2009,1,2,2
1491,10.8,0,0.041865848,8,189.7214,8,1997,2,0,1
198,16.0,0,0.061192210999999996,15,224.1404,2,2007,2,1,1
693,12.857645184136183,0,0.026408697999999998,5,53.2614,5,1985,1,2,3
922,13.65,0,0.049496899000000004,6,151.505,2,2007,2,1,1
40,12.857645184136183,0,0.058153409,4,152.034,4,1985,2,0,0
653,8.895,0,0.072545601,2,176.237,7,2002,2,1,1
1011,16.2,0,0.035984103999999996,6,260.6278,7,2002,2,1,1
710,5.765,0,0.072410764,5,122.5098,9,1999,1,0,1
457,19.1,1,0.043304681,6,147.5418,0,1998,2,2,0
1403,12.857645184136183,0,0.08918772,9,128.9678,4,1985,2,0,0
1307,8.97,0,0.09315923300000001,9,55.7956,9,1999,1,0,1
1305,12.857645184136183,0,0.013066448,9,140.9154,5,1985,1,2,3
994,18.25,0,0.075132353,13,125.9046,1,1987,0,2,1
639,12.857645184136183,1,0.102830104,0,172.6422,4,1985,2,0,0
1511,18.85,0,0.016107549,8,129.7626,8,1997,2,0,1
90,9.5,0,0.06613202877895127,7,190.9872,7,2002,2,1,1
331,17.6,1,0.06613202877895127,15,46.006,8,1997,2,0,1
995,6.44,0,0.06613202877895127,1,99.87,7,2002,2,1,1
1038,20.25,1,0.07616045099999999,4,196.2794,8,1997,2,0,1
1214,8.195,0,0.031452265,0,94.3462,9,1999,1,0,1
700,16.75,1,0.008579863,10,72.3038,9,1999,1,0,1
1523,14.0,0,0.028838937999999998,8,129.33100000000002,1,1987,0,2,1
1058,14.3,0,0.122571209,4,122.37299999999999,8,1997,2,0,1
546,9.195,1,0.20471303600000001,6,101.0016,0,1998,2,2,0
1185,4.88,1,0.134037,0,53.3298,3,2009,1,2,2
342,7.89,0,0.036207786,4,121.0782,7,2002,2,1,1
979,13.65,1,0.026579951,10,34.7532,1,1987,0,2,1
998,10.8,0,0.0824812,4,191.6504,1,1987,0,2,1
